customer_id,company_name,signup_date,plan,monthly_revenue,region,team_size,is_churned,churn_date,nps_score,features_used,support_tickets
CS1316,Larson Ltd,2026-05-29,Free,0,Europe,214,False,,9,8,17
CS1317,Johnson-Cabrera,2026-05-29,Pro,99,Europe,350,False,,10,2,16
CS1318,Fisher-Holt,2026-05-29,Starter,29,Europe,59,True,2026-10-27,1,9,16
CS1319,Carr Inc,2026-05-29,Free,0,USA,228,True,2026-10-16,2,11,6
CS1320,"Frye, Martinez and Miranda",2026-05-29,Pro,99,USA,230,False,,1,8,4
CS1321,Santos-Harris,2026-05-29,Starter,29,USA,346,True,2026-10-01,5,12,0
CS1322,Reed PLC,2026-05-29,Free,0,Europe,298,False,,2,1,13
CS1323,Jones-Campbell,2026-05-29,Free,0,India,480,False,,2,8,1
CS1324,"Graham, Mejia and Vance",2026-05-29,Free,0,India,375,True,2026-11-16,7,6,12
CS1325,Davis-Hill,2026-05-29,Starter,29,SEA,43,False,,9,3,20
CS1326,"Coleman, Davis and Johnson",2026-05-29,Pro,99,India,203,False,,9,3,7
CS1327,"George, Crawford and Sherman",2026-05-29,Pro,99,Europe,239,False,,9,7,17
CS1328,"Church, Vargas and Johnson",2026-05-29,Free,0,India,81,False,,5,4,3
CS1329,House-Lucas,2026-05-29,Free,0,Europe,481,False,,1,4,6
CS1330,"Dawson, Parker and Gonzalez",2026-05-29,Free,0,USA,362,True,2026-11-24,1,4,1
CS1331,Padilla Ltd,2026-05-29,Starter,29,India,73,True,2026-06-19,9,5,7
CS1332,Jordan-Gregory,2026-05-29,Pro,99,Europe,308,False,,6,4,9
CS1333,Howell-Thompson,2026-05-29,Pro,99,SEA,213,False,,5,5,1
CS1334,Carey Group,2026-05-29,Starter,29,USA,91,False,,7,9,15
CS1335,Williams LLC,2026-05-29,Free,0,India,197,False,,9,6,13
CS1336,"Smith, Frank and Palmer",2026-05-29,Starter,29,India,244,True,2026-10-20,4,4,9
CS1337,Kirby-Vasquez,2026-05-29,Pro,99,India,31,False,,9,7,13
CS1338,Hodge-Johnson,2026-05-29,Starter,29,India,171,True,2026-07-27,2,8,11
CS1339,"Williams, Cross and Anderson",2026-05-29,Free,0,Europe,195,True,2026-08-12,10,10,1
CS1340,Wright Inc,2026-05-29,Pro,99,India,372,False,,9,4,15
CS1341,Hudson-Schultz,2026-05-29,Free,0,SEA,110,True,2026-06-08,4,12,3
CS1342,Jones LLC,2026-05-29,Pro,99,Europe,358,False,,10,12,6
CS1343,Campbell Inc,2026-05-29,Free,0,India,196,True,2026-08-16,8,9,20
CS1344,Johnson-Little,2026-05-29,Free,0,India,256,False,,8,2,15
CS1345,"Simpson, Simon and English",2026-05-29,Pro,99,India,162,False,,7,1,18
CS1346,"Edwards, Day and Hudson",2026-05-29,Pro,99,Europe,480,True,2026-10-24,10,10,13
CS1347,Jones Inc,2026-05-29,Free,0,India,428,True,2026-10-28,4,8,17
CS1348,Lin Ltd,2026-05-29,Starter,29,Europe,422,False,,8,12,20
CS1349,"Luna, Byrd and Stewart",2026-05-29,Pro,99,USA,182,False,,3,3,17
CS1350,"Sanders, Marshall and Moreno",2026-05-29,Starter,29,SEA,330,False,,1,9,1
CS1351,Hicks Group,2026-05-29,Pro,99,India,26,False,,1,7,4
CS1352,Todd Ltd,2026-05-29,Pro,99,India,6,False,,4,9,14
CS1353,Dennis-Eaton,2026-05-29,Free,0,USA,317,False,,8,11,15
CS1354,Mcpherson-Skinner,2026-05-29,Free,0,USA,273,True,2026-06-09,5,9,9
CS1355,Cochran LLC,2026-05-29,Free,0,Europe,414,False,,3,2,3
CS1356,"Hernandez, Smith and Williams",2026-05-29,Starter,29,India,131,False,,6,5,12
CS1357,"Mahoney, Hansen and Smith",2026-05-29,Free,0,SEA,126,False,,4,5,2
CS1358,Flores-Harvey,2026-05-29,Starter,29,Europe,49,False,,7,7,12
CS1359,Bush-Vasquez,2026-05-29,Starter,29,India,44,True,2026-07-18,8,7,20
CS1360,"Caldwell, Harris and Jennings",2026-05-29,Pro,99,USA,50,False,,9,1,7
CS1361,"Gibson, Martinez and Smith",2026-05-29,Free,0,Europe,245,False,,5,1,2
CS1362,West Inc,2026-05-29,Starter,29,India,338,False,,1,3,10
CS1363,"Rose, Lindsey and Garcia",2026-05-29,Free,0,India,477,True,2026-09-14,2,5,5
CS1364,Barton-Atkins,2026-05-29,Starter,29,USA,348,False,,9,6,12
CS1365,"Ball, Johnson and Burns",2026-05-29,Pro,99,India,372,False,,2,9,11
CS1366,Glass-Smith,2026-05-29,Free,0,USA,176,False,,10,10,19
CS1367,Harmon Group,2026-05-29,Free,0,Europe,403,True,2026-08-13,8,8,7
CS1368,Brown PLC,2026-05-29,Free,0,SEA,340,True,2026-11-01,7,2,19
CS1369,"Baker, Maxwell and Sheppard",2026-05-29,Free,0,India,80,True,2026-08-12,7,12,20
CS1370,Wheeler LLC,2026-05-29,Free,0,USA,4,True,2026-06-28,5,8,11
CS1371,Gordon-Williams,2026-05-29,Pro,99,India,231,True,2026-09-23,9,9,16
CS1372,"Brown, Green and Rice",2026-05-29,Starter,29,India,49,False,,10,10,10
CS1373,Davis LLC,2026-05-29,Pro,99,India,400,False,,2,12,17
CS1374,"Young, Griffin and Sims",2026-05-29,Enterprise,499,SEA,88,False,,7,3,4
CS1375,"Lewis, Cook and Douglas",2026-05-29,Free,0,India,224,True,2026-07-17,5,7,9
CS1376,Crawford LLC,2026-05-29,Starter,29,India,128,False,,8,10,19
CS1377,"Lester, Jones and Fleming",2026-05-29,Free,0,India,172,True,2026-09-14,10,7,10
CS1378,"Fleming, Estrada and Perry",2026-05-29,Starter,29,USA,335,False,,10,3,9
CS1379,"Graham, Singleton and Henry",2026-05-29,Free,0,SEA,92,True,2026-08-24,7,6,9
CS1380,Ibarra-Moore,2026-05-29,Pro,99,USA,402,False,,4,6,12
CS1381,Hernandez-Holland,2026-05-29,Free,0,Europe,104,True,2026-10-27,10,9,5
CS1382,Riley Inc,2026-05-29,Starter,29,USA,238,False,,4,8,9
CS1383,Gutierrez and Sons,2026-05-29,Pro,99,India,409,False,,7,11,15
CS1384,"Andersen, Winters and Fields",2026-05-29,Free,0,India,368,True,2026-07-14,7,7,2
CS1385,"Murphy, Pierce and Jacobson",2026-05-29,Starter,29,USA,275,False,,9,12,13
CS1386,Woods Inc,2026-05-29,Starter,29,Europe,460,False,,9,10,20
CS1387,Green-Chandler,2026-05-29,Enterprise,499,India,342,False,,6,3,20
CS1388,Harris-Vaughn,2026-05-29,Starter,29,USA,333,False,,7,6,13
CS1389,"Edwards, Saunders and Sherman",2026-05-29,Free,0,India,287,True,2026-10-15,10,12,18
CS1390,"Davis, Wood and Christensen",2026-05-29,Free,0,USA,349,False,,10,12,16
CS1391,Figueroa PLC,2026-05-29,Free,0,SEA,153,False,,7,2,3
CS1392,"Hoffman, Bailey and Woods",2026-05-29,Pro,99,Europe,177,False,,8,4,16
CS1393,Jacobs Ltd,2026-05-29,Starter,29,USA,358,False,,8,6,2
CS1394,Banks Inc,2026-05-29,Free,0,Europe,333,True,2026-08-31,2,11,5
CS1395,Lynch PLC,2026-05-29,Enterprise,499,Europe,284,False,,3,6,17
CS1396,Atkins-Bennett,2026-05-29,Starter,29,USA,324,False,,3,3,20
CS1397,Sims-Hughes,2026-05-29,Starter,29,USA,454,False,,4,8,18
CS1398,Torres Group,2026-05-29,Starter,29,India,387,True,2026-08-15,2,10,3
CS1399,Johnson-Werner,2026-05-29,Pro,99,USA,102,False,,8,2,8
CS1400,"Carter, Ruiz and Gardner",2026-05-29,Starter,29,USA,162,False,,10,7,19
CS1401,"Harvey, Sloan and Aguirre",2026-05-29,Free,0,India,318,True,2026-09-30,3,11,9
CS1402,Russell and Sons,2026-05-29,Enterprise,499,USA,162,False,,2,4,9
CS1403,"Ashley, Snyder and Freeman",2026-05-29,Free,0,USA,216,True,2026-09-12,10,3,18
CS1404,"Hubbard, Kennedy and Miller",2026-05-29,Free,0,India,357,False,,3,9,5
CS1405,Mcdonald-Brown,2026-05-29,Starter,29,India,232,False,,10,1,11
CS1406,Daniel PLC,2026-05-29,Enterprise,499,USA,198,False,,9,9,20
CS1407,Gomez-Mcclure,2026-05-29,Starter,29,Europe,432,False,,8,8,5
CS1408,Flowers and Sons,2026-05-29,Free,0,India,151,False,,1,5,7
CS1409,Maynard-Greer,2026-05-29,Starter,29,India,382,False,,8,9,16
CS1410,"Rodriguez, Patel and Johnson",2026-05-29,Free,0,India,423,False,,6,9,1
CS1411,Kline Group,2026-05-29,Pro,99,USA,219,False,,2,12,20
CS1412,Mitchell-Wolf,2026-05-29,Pro,99,India,232,False,,5,6,2
CS1413,Harrison-Roman,2026-05-29,Starter,29,SEA,123,False,,4,12,18
CS1414,Horn PLC,2026-05-29,Starter,29,Europe,221,False,,3,10,4
CS1415,"Brown, Miles and George",2026-05-29,Pro,99,Europe,293,False,,6,9,8
CS1416,"Gamble, Robinson and Pearson",2026-05-29,Starter,29,India,151,False,,5,10,8
CS1417,Reyes Group,2026-05-29,Enterprise,499,USA,419,False,,2,3,13
CS1418,Butler-Lowe,2026-05-29,Enterprise,499,SEA,66,False,,3,4,4
CS1419,Pena-Blackwell,2026-05-29,Pro,99,Europe,348,False,,7,8,4
CS1420,Harrell-Cook,2026-05-29,Starter,29,India,233,False,,2,11,2
CS1421,Waller and Sons,2026-05-29,Starter,29,Europe,451,False,,6,8,15
CS1422,Miller-Rojas,2026-05-29,Free,0,India,377,False,,2,12,14
CS1423,White-Meyer,2026-05-29,Starter,29,Europe,409,False,,9,7,6
CS1424,"Garcia, Page and Brown",2026-05-29,Enterprise,499,Europe,167,False,,5,6,17
CS1425,Bowman PLC,2026-05-29,Starter,29,USA,177,False,,1,1,3
CS1426,Nielsen-Holmes,2026-05-29,Starter,29,Europe,227,True,2026-07-15,8,1,13
CS1427,Moore-Jimenez,2026-05-29,Free,0,Europe,156,True,2026-11-18,3,5,2
CS1428,"Anderson, Delgado and Bright",2026-05-29,Starter,29,India,464,False,,3,1,12
CS1429,"Johnson, Parker and Jackson",2026-05-29,Starter,29,Europe,221,False,,2,12,3
CS1430,"Vargas, Fletcher and Porter",2026-05-29,Free,0,USA,267,True,2026-08-01,8,1,0
CS1431,Terry-Case,2026-05-29,Starter,29,Europe,218,False,,3,8,2
CS1432,Espinoza-Williams,2026-05-29,Free,0,India,54,False,,6,6,9
CS1433,Phillips-Jones,2026-05-29,Free,0,Europe,70,False,,3,2,16
CS1434,"Maldonado, Jones and Garrett",2026-05-29,Starter,29,USA,371,True,2026-09-02,4,11,4
CS1435,Foster Inc,2026-05-29,Enterprise,499,USA,113,False,,2,2,4
CS1436,Scott-Davila,2026-05-29,Pro,99,USA,495,False,,7,6,4
CS1437,"Huff, Rodriguez and Vasquez",2026-05-29,Free,0,USA,309,True,2026-11-05,10,5,0
CS1438,Perez-Newton,2026-05-29,Pro,99,Europe,267,False,,10,9,6
CS1439,Rogers-Daniel,2026-05-29,Pro,99,India,255,True,2026-08-05,7,2,7
CS1440,Bryant-Sellers,2026-05-29,Starter,29,USA,8,False,,6,6,4
CS1441,"Smith, Hernandez and Chandler",2026-05-29,Free,0,Europe,351,True,2026-10-22,3,8,2
CS1442,"Clark, Palmer and Wagner",2026-05-29,Free,0,India,474,True,2026-06-15,1,7,16
CS1443,Guerrero-Luna,2026-05-29,Free,0,Europe,218,False,,7,2,20
CS1444,Garcia-Anderson,2026-05-29,Starter,29,USA,160,False,,2,9,6
CS1445,Harris-Barker,2026-05-29,Enterprise,499,India,302,False,,2,5,13
CS1446,Moore-Bradley,2026-05-29,Pro,99,Europe,475,True,2026-06-27,7,2,14
CS1447,"Williams, Stuart and Johnson",2026-05-29,Starter,29,India,338,False,,3,2,0
CS1448,Garcia-Farrell,2026-05-29,Pro,99,Europe,489,False,,6,9,16
CS1449,Fisher-Ware,2026-05-29,Pro,99,Europe,66,False,,5,12,3
CS1450,White-Ramsey,2026-05-29,Pro,99,India,141,False,,9,2,8
CS1451,Lloyd and Sons,2026-05-29,Pro,99,USA,263,True,2026-09-29,6,1,15
CS1452,Mcintosh PLC,2026-05-29,Pro,99,India,397,False,,2,10,3
CS1453,White Inc,2026-05-29,Free,0,USA,127,True,2026-06-08,1,8,11
CS1454,Walker-Mcguire,2026-05-29,Free,0,India,441,False,,1,9,20
CS1455,Anderson PLC,2026-05-29,Starter,29,India,370,False,,6,5,2
CS1456,Rogers-Lowery,2026-05-29,Starter,29,India,28,False,,3,4,16
CS1457,Barnes-Hood,2026-05-29,Enterprise,499,SEA,240,False,,5,5,10
CS1458,"Hernandez, Thompson and Allen",2026-05-29,Free,0,USA,290,True,2026-08-18,5,12,19
CS1459,Foster-Harris,2026-05-29,Free,0,USA,397,False,,4,12,17
CS1460,"Oneal, Adams and Vaughan",2026-05-29,Pro,99,India,14,True,2026-09-17,4,9,11
CS1461,Russell-Brown,2026-05-29,Starter,29,Europe,2,True,2026-08-29,7,12,9
CS1462,"Jackson, Turner and Harris",2026-05-29,Free,0,USA,494,True,2026-10-08,1,3,8
CS1463,Williams Group,2026-05-29,Free,0,SEA,268,False,,7,12,11
CS1464,"Long, May and Mcknight",2026-05-29,Starter,29,Europe,260,False,,3,11,12
CS1465,Ruiz Ltd,2026-05-29,Free,0,USA,123,True,2026-07-08,5,5,10
CS1466,"Gentry, Williams and Young",2026-05-29,Enterprise,499,USA,169,False,,6,8,8
CS1467,Smith-Clarke,2026-05-29,Free,0,SEA,57,True,2026-11-01,3,2,5
CS1468,Lamb-Gomez,2026-05-29,Starter,29,India,495,True,2026-09-04,4,8,9
CS1469,"Walker, Johnson and Phelps",2026-05-29,Starter,29,Europe,425,True,2026-08-21,10,1,6
CS1470,Matthews Ltd,2026-05-29,Pro,99,India,497,True,2026-08-07,6,7,16
CS1471,"Williams, Marshall and Johnson",2026-05-29,Free,0,India,91,False,,1,7,14
CS1472,Rodriguez and Sons,2026-05-29,Starter,29,USA,413,True,2026-07-01,3,2,0
CS1473,"Sullivan, Smith and Jackson",2026-05-29,Free,0,Europe,423,True,2026-07-25,7,6,20
CS1474,Dean-Lee,2026-05-29,Enterprise,499,India,471,False,,2,1,2
CS1475,Welch PLC,2026-05-29,Free,0,USA,49,False,,6,2,1
CS1476,Olson-Barron,2026-05-29,Enterprise,499,India,223,False,,7,8,0
CS1477,Anderson-Baker,2026-05-29,Free,0,USA,142,True,2026-07-22,5,8,4
CS1478,Townsend-Olson,2026-05-29,Free,0,USA,257,True,2026-08-19,7,9,15
CS1479,Thompson-Brown,2026-05-29,Free,0,India,331,True,2026-07-26,9,4,20
CS1480,Nixon-Bautista,2026-05-29,Enterprise,499,USA,402,True,2026-09-10,6,8,17
CS1481,Crane Inc,2026-05-29,Pro,99,India,166,False,,7,5,5
CS1482,Clark-Keith,2026-05-29,Free,0,USA,31,True,2026-08-15,8,9,11
CS1483,"Johnson, Oneill and King",2026-05-29,Pro,99,SEA,53,False,,4,11,7
CS1484,Lucero-Hart,2026-05-29,Free,0,Europe,30,False,,4,10,12
CS1485,Olson Inc,2026-05-29,Free,0,Europe,92,False,,4,10,10
CS1486,"Hernandez, Figueroa and Hughes",2026-05-29,Pro,99,Europe,16,False,,6,10,18
CS1487,"Dean, Delgado and Hutchinson",2026-05-29,Free,0,SEA,416,False,,8,9,9
CS1488,Martin and Sons,2026-05-29,Free,0,India,114,True,2026-11-06,1,9,15
CS1489,Olson Inc,2026-05-29,Free,0,SEA,176,True,2026-07-08,3,6,1
CS1490,Aguirre Ltd,2026-05-29,Free,0,USA,398,False,,2,9,11
CS1491,Nelson LLC,2026-05-29,Enterprise,499,USA,204,False,,10,2,10
CS1492,Smith and Sons,2026-05-29,Free,0,India,407,True,2026-09-24,8,11,10
CS1493,Hartman-Hall,2026-05-29,Free,0,SEA,477,False,,10,6,7
CS1494,Hernandez Ltd,2026-05-29,Starter,29,Europe,377,False,,5,3,5
CS1495,Bowers LLC,2026-05-29,Pro,99,SEA,202,False,,10,1,5
CS1496,"Cruz, Waters and Blackburn",2026-05-29,Starter,29,SEA,115,False,,10,2,15
CS1497,Rose PLC,2026-05-29,Free,0,Europe,87,True,2026-08-25,2,12,20
CS1498,"Quinn, Smith and Hammond",2026-05-29,Pro,99,India,129,True,2026-07-28,2,6,8
CS1499,Flores-Soto,2026-05-29,Pro,99,Europe,377,True,2026-09-25,7,3,13
CS1500,"Williams, Wilkinson and Little",2026-05-29,Starter,29,USA,53,False,,8,10,20
